# frames 151  V 32652.488  rho0 0.066151  nO 1440 nSi 720
# r  g_SiO  g_OO  g_SiSi  g_total(neutron)
3.629999999999999893e+00 1.373746617550774207e+00 6.112678068100588780e-01 3.526787263688779817e-02 8.671570712945466664e-01
3.650000000000000355e+00 1.447247283042814692e+00 6.192877889305183903e-01 3.712487650398198918e-02 9.001556933161599661e-01
3.669999999999999929e+00 1.487584281465452740e+00 6.198267839439386417e-01 4.411490828070179643e-02 9.165834427831828224e-01
3.690000000000000391e+00 1.532510273055528893e+00 6.300692464843132834e-01 5.753389134080012790e-02 9.405031807624235629e-01
3.709999999999999964e+00 1.567219339400594658e+00 6.471095318068239566e-01 5.860341609207424945e-02 9.632912125879661280e-01
3.730000000000000426e+00 1.629310766139321132e+00 6.432306085095343962e-01 8.350545733617842359e-02 9.870043850527443485e-01
3.750000000000000000e+00 1.670517918184696748e+00 6.431741836334254891e-01 9.512769832251416480e-02 1.003767899163605426e+00
3.770000000000000462e+00 1.707024442084449589e+00 6.518409109122587086e-01 9.902563462085191281e-02 1.022905548630422601e+00
3.790000000000000036e+00 1.740589540942806712e+00 6.798166864137681342e-01 1.238656391324142875e-01 1.052832468457953974e+00
3.810000000000000497e+00 1.748832475660161867e+00 6.805302798293147992e-01 1.522960908488990572e-01 1.058389643511221223e+00
3.830000000000000071e+00 1.797314813172516956e+00 6.928459086220905006e-01 1.538777554872284015e-01 1.083993277056509275e+00
3.849999999999999645e+00 1.815025129043184471e+00 7.028540507112538416e-01 1.784848425734807398e-01 1.098002291502748085e+00
3.870000000000000107e+00 1.804846684811514557e+00 7.022572954072739959e-01 2.005816166462310035e-01 1.095261771019121921e+00
3.889999999999999680e+00 1.847757467612002991e+00 7.027324426432851601e-01 2.276997894377181253e-01 1.114049431821753089e+00
3.910000000000000142e+00 1.838239322237571027e+00 7.111947910809583995e-01 2.609849302028123819e-01 1.117257006582846435e+00
3.929999999999999716e+00 1.842143847193052020e+00 7.181593892834281512e-01 2.729499998174333975e-01 1.123381114987310747e+00
3.950000000000000178e+00 1.863586706570753426e+00 7.201599408347508779e-01 3.167852738265713453e-01 1.135826515149481075e+00
3.969999999999999751e+00 1.876449136398201212e+00 7.399858623643391642e-01 3.437190628656899283e-01 1.153443601304791954e+00
3.990000000000000213e+00 1.913772893684918985e+00 7.286765615520368611e-01 3.809405759941544845e-01 1.164369356551796519e+00
4.009999999999999787e+00 1.911038575413279705e+00 7.490362917512379815e-01 3.876781468675278841e-01 1.174824014431592456e+00
4.030000000000000249e+00 1.946995568516275865e+00 7.435618179993923604e-01 4.253304406972884810e-01 1.188415641146562951e+00
4.050000000000000711e+00 1.981290757636472000e+00 7.625953267244079958e-01 4.620195398160481526e-01 1.214595047174675146e+00
4.070000000000000284e+00 1.994279509429368380e+00 7.574234300407611808e-01 4.568887943628375803e-01 1.216472212923336516e+00
4.089999999999999858e+00 2.030533813503476726e+00 7.728539806154420821e-01 4.829903302697184930e-01 1.240722303886777400e+00
4.109999999999999432e+00 2.038232913488231546e+00 7.776814823331174020e-01 5.272316909917255101e-01 1.249397437035230540e+00
4.129999999999999893e+00 2.061743299938741281e+00 7.871960401399069607e-01 5.737092524925699877e-01 1.266905777974382419e+00
4.150000000000000355e+00 2.057530771908999689e+00 8.113805453777579446e-01 6.017293337298795786e-01 1.280338435691735555e+00
4.169999999999999929e+00 2.007346272640379681e+00 8.120155206356344246e-01 6.431220191646083162e-01 1.264082470350432752e+00
4.189999999999999503e+00 1.985345388811666556e+00 8.217243455894386317e-01 6.680055483128133353e-01 1.262540555109284091e+00
4.209999999999999964e+00 1.925371433234677632e+00 8.326639163621786244e-01 7.068091813654659994e-01 1.247898615800259403e+00
4.230000000000000426e+00 1.877293034939132355e+00 8.217939888353011924e-01 7.557963114205128452e-01 1.226743322566197669e+00
4.250000000000000000e+00 1.773567343383540607e+00 8.358550029318123631e-01 7.826980613393259567e-01 1.195994437540462974e+00
4.269999999999999574e+00 1.699097733116409215e+00 8.464766451608308762e-01 8.487523647144410432e-01 1.177445674099690365e+00
4.290000000000000036e+00 1.585309507674258933e+00 8.551959759528413585e-01 8.596148943142974952e-01 1.138781541086182791e+00
4.310000000000000497e+00 1.457070766491121327e+00 8.679166927700976419e-01 8.929338508898863047e-01 1.098239494442394992e+00
4.330000000000000071e+00 1.365873699433738375e+00 8.767812343913582440e-01 9.248937691878349465e-01 1.069882544855246032e+00
4.349999999999999645e+00 1.247475172635043705e+00 8.958840860112030624e-01 9.476338031393223282e-01 1.035888043621326249e+00
4.370000000000000107e+00 1.148694385972335086e+00 9.119070776132802703e-01 9.838254103962195130e-01 1.008766702413819383e+00
4.390000000000000568e+00 1.045930821883093609e+00 9.090426340376280834e-01 9.802210469059999820e-01 9.670907617584536542e-01
4.410000000000000142e+00 9.396034928032935829e-01 9.239007641315583053e-01 1.018799863495523983e+00 9.365748570176455345e-01
4.429999999999999716e+00 8.712193184280455638e-01 9.294471979346911050e-01 1.044465231528065141e+00 9.148320253041051231e-01
4.450000000000000178e+00 8.138718980522536839e-01 9.520805134570388129e-01 1.034930250465911028e+00 9.042023885877066292e-01
4.470000000000000639e+00 7.568906620836022281e-01 9.729018744133220986e-01 1.096627581302427101e+00 8.976717420843102202e-01
4.490000000000000213e+00 7.289635998542348672e-01 9.946736928611289441e-01 1.106638286661090431e+00 8.993450629185497647e-01
4.509999999999999787e+00 7.058665620277860819e-01 1.008147664742303551e+00 1.113491139868350910e+00 8.981705363246849094e-01
4.530000000000000249e+00 6.806003980673175358e-01 1.029392937183812640e+00 1.136032464795429853e+00 9.014595719901822291e-01
4.550000000000000711e+00 6.738285483337763671e-01 1.042770723162097513e+00 1.131198193574013633e+00 9.057563744832712871e-01
4.570000000000000284e+00 6.662747453690864852e-01 1.070100499018062257e+00 1.170590052395830583e+00 9.203881003586309451e-01
4.589999999999999858e+00 6.571329823560503325e-01 1.086122691091873760e+00 1.194758593827472071e+00 9.272118225430069360e-01
4.610000000000000320e+00 6.661647722872140465e-01 1.111394006379758936e+00 1.198159429827718281e+00 9.446655279727395049e-01
